年度,所管局№,所管局,施策分野№,施策分野,事業名,補助金名,補助金の概要,補助対象者№,補助対象者,予算額（千円）,所管部署,問い合わせ先,各局HPリンク
2026,13,福祉局,01,子供家庭,子育てひろば事業（地域子育て支援拠点事業）,東京都子供・子育て支援交付金（子育てひろば事業（地域子育て支援拠点事業））,"補助金の目的：地域の子育て支援機能の充実及び児童等の福祉向上
補助対象者　：区市町村
補助対象経費：事業実施に必要な経費
負担割合　　：国１／３、都１／３、区市町村１／３",1,区市町村,"2,065,585 ",福祉局子供・子育て支援部家庭支援課,03-5320-4371,
2026,13,福祉局,01,子供家庭,子供を守る地域ネットワーク機能強化事業,東京都子供・子育て支援交付金（子供を守る地域ネットワーク機能強化事業）,"補助金の目的：児童虐待の発生予防、早期発見・早期対応
補助対象者　：区市町村
補助対象経費：事業実施に必要な経費
負担割合　　：国１／３、都１／３、区市町村１／３",1,区市町村,"87,620 ",福祉局子供・子育て支援部家庭支援課,03-5320-4371,
2026,13,福祉局,01,子供家庭,実費徴収に係る補足給付を行う事業,東京都子供・子育て支援交付金（実費徴収に係る補足給付事業）,"補助金の目的：生計が困難である支給認定保護者の子供が特定教育・保育施設で実費徴収を受けた場合の負担を軽減
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：国1/3、都1/3、区市町村1/3",1,区市町村,782 ,福祉局子供・子育て支援部企画課,03-5320-4371,
2026,13,福祉局,01,子供家庭,利用者支援事業,東京都子供・子育て支援交付金（利用者支援事業）,"補助金の目的：子供及びその保護者等の教育・保育・保健その他子育て支援の利用を支援
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：国2/3、都1/6、区市町村1/6",1,区市町村,"879,585 ",福祉局子供・子育て支援部企画課,03-5320-4200,
2026,13,福祉局,01,子供家庭,利用者支援体制強化事業,利用者支援体制強化事業補助金,"補助金の目的：子供及びその保護者等の教育・保育・保健その他子育て支援の利用を支援
補助対象者　：区市町村
補助対象経費：相談場所に専任職員を２名以上配置する場合の経費
負担割合　　：都2/3、区市町村1/3",1,区市町村,"151,606 ",福祉局子供・子育て支援部企画課,03-5320-4200,
2026,13,福祉局,01,子供家庭,子育て訪問支援員資質向上事業,子育て訪問支援員資質向上事業補助金,"補助金の目的：家事育児ヘルパーの量的確保・質の向上
補助対象者　：区市町村
補助対象経費：事業実施に必要な経費
負担割合　　：都1/2、区市町村1/2",1,区市町村,"40,040 ",福祉局子供・子育て支援部家庭支援課,03-5320-4371,
2026,13,福祉局,01,子供家庭,国基準経費（家庭支援事業）,東京都家庭支援事業に係る措置費等負担金,"補助金の目的：家庭支援事業を実施する中で措置となった際の義務的経費の補助
補助対象者　：区市町村
補助対象経費：事業実施に必要な経費
負担割合　　：国：1/2、都1/4、区市町村1/4",1,区市町村,"8,570 ",福祉局子供・子育て支援部家庭支援課,03-5320-4371,
2026,13,福祉局,01,子供家庭,地域における多様な居場所確保事業補助金,地域における多様な居場所確保事業補助金,"補助金の目的：小学校に通うことが難しい児童の一時的な受け皿として、既存の地域の社会資源等を活用し、見守りを実施
補助対象者　：区市町村
補助対象経費：事業実施に必要な経費
負担割合　　：都3/4、区市町村1/4 または 都1/2、区市町村1/2",1,区市町村,"86,000 ",福祉局子供・子育て支援部家庭支援課,03-5320-4371,
2026,13,福祉局,01,子供家庭,社会的養護職員等の奨学金返済・育成支援事業,社会的養護職員等の奨学金返済・育成支援事業補助金,"補助金の目的：社会的擁護の分野における人材確保・定着を強化
補助対象者　：社会的擁護の分野における新規採用職員
補助対象経費：社会的擁護の分野における新規採用職員の奨学金
負担割合　　：都10/10",5,民間団体,"40,320 ","福祉局子供・子育て支援部企画課
福祉局子供・子育て支援部育成支援課",03-5320-4136,
2026,13,福祉局,01,子供家庭,"児童育成支援拠点事業
",東京都子供・子育て支援交付金（児童育成支援拠点事業）,"補助金の目的：家庭や学校に居場所のない子供の居場所づくり
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：国1/3、都1/3、区市町村1/3",1,区市町村,"21,030 ",福祉局子供・子育て支援部家庭支援課,03-5320-4371,
2026,13,福祉局,01,子供家庭,妊産婦等生活援助事業,妊産婦等生活援助事業補助金,"補助金の目的：特定妊婦等の心身の健康の保持及び増進
補助対象者　：民間団体
補助対象経費：事業の実施に必要な経費
負担割合　　：国1/2、都1/2 または 国1/2、都1/4、区市町村1/4",5,民間団体,"166,389 ",福祉局子供・子育て支援部家庭支援課,03-5320-4371,
2026,13,福祉局,01,子供家庭,地域少子化対策重点推進強化交付金事業,地域少子化対策重点推進交付金,"補助金の目的：地域における少子化対策を推進
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：国1/2、区市町村1/2ほか",1,区市町村,"39,888 ",福祉局子供・子育て支援部企画課,03-5320-4115,
2026,13,福祉局,01,子供家庭,こども家庭センター体制強化事業,こども家庭センター体制強化事業補助金,"補助金の目的：子供家庭支援センターと母子保健部門が妊産婦に対して、連携した支援を行うことができる環境を整備
補助対象者　：区市町村
補助対象経費：事業実施に必要な経費
負担割合　　：都10/10",1,区市町村,"1,405,748 ",福祉局子供・子育て支援部家庭支援課,03-5320-4371,
2026,13,福祉局,01,子供家庭,保育所等における安全対策支援事業,保育所等における安全対策支援事業,"補助金の目的：保育所等が実施する安全対策を支援
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：都10/10",1,区市町村,"317,680 ",福祉局子供・子育て支援部保育支援課,03-5320-4128,
2026,13,福祉局,01,子供家庭,一時保護体制強化事業,児童養護施設の一時保護委託受入促進事業補助金,"補助金の目的：児童養護施設における児童の一時保護委託の受入体制の充実
補助対象者・児童養護施設
補助対象経費：事業の実施に必要な経費
負担割合：都10/10",6,一般都民,"15,400 ",福祉局子供・子育て支援部家庭支援課,03-5320-4127,
2026,13,福祉局,01,子供家庭,児童養護施設の助成,あけの星学園建物維持管理経費補助金、品川景徳学園建物維持管理経費補助金,"補助金の目的：施設利用者に対する質の高いサービスの提供と良好な施設・設備の維持管理
補助対象者　：民間事業者
補助対象経費：光熱水費、簡易専用水道設備保守、構内交換電話設備保守及び冷暖房保守
負担割合　　：都10/10（一部都 1/2 、 事業者 1/2）",5,民間団体,"3,362 ",福祉局子供・子育て支援部育成支援課,03-5320-4134,
2026,13,福祉局,01,子供家庭,母子の保護委託,児童入所施設措置費国庫負担金（母子生活支援施設）,"補助金の目的：母子生活支援施設の運営費を補助する
補助対象者　：区市町村
補助対象経費：事務費、事業費
負担割合　　：区市１/４、都１/４、国１/２（児相設置区、八王子市は区市１/２、国１/２）",1,区市町村,"395,702 ",福祉局子供・子育て支援部育成支援課,03-5320-4125,
2026,13,福祉局,01,子供家庭,母子の保護委託,産休等代替職員費補助金,"補助金の目的：児童福祉施設における児童等の処遇の確保
補助対象者　：区市町村
補助対象経費：産休等代替職員として任用承認を行った職員に係る費用
負担割合　　：都10/10",1,区市町村,438 ,福祉局子供・子育て支援部育成支援課,03-5320-4125,
2026,13,福祉局,01,子供家庭,民間社会福祉施設サービス推進費（児童福祉施設）,東京都民間社会福祉施設サービス推進費補助金（母子生活支援施設･児童養護施設･乳児院））,"補助金の目的：社会福祉施設利用者の福祉の向上
補助対象者　：母子生活支援施設、乳児院、児童養護施設
補助対象経費：社会福祉施設等の運営に係る経費
負担割合　　：都10/10",5,民間団体,"2,842,070 ",福祉局子供・子育て支援部育成支援課,03-5320-4122,
2026,13,福祉局,01,子供家庭,グループホーム・ファミリーホーム設置促進事業,東京都グループホーム・ファミリーホーム設置促進事業補助金,"補助金の目的：質の高いグループホーム等の運営と家庭的養護の推進
補助対象者　：児童養護施設
補助対象経費：グループホーム等支援員、サテライト型児童養護施設の事務所、事務所職員の配置、維持経費
負担割合　　：都10/10",5,民間団体,"533,540 ",福祉局子供・子育て支援部育成支援課,03-5320-4122,
2026,13,福祉局,01,子供家庭,専門機能強化型児童養護施設制度,東京都専門機能強化型児童養護施設運営費補助金,"補助金の目的：治療的・専門的ケアが必要な児童への適切な支援を行い児童の社会的自立の促進を図る 
補助対象者　：専門機能強化型児童養護施設を設置する社会福祉法人等
補助対象経費：専門機能強化型児童養護施設の運営に要する経費の一部
負担割合　　：都10/10",5,民間団体,"772,594 ",福祉局子供・子育て支援部育成支援課,03-5320-4122,
2026,13,福祉局,01,子供家庭,自立支援強化事業,自立支援強化事業補助,"補助金の目的：施設入所中の支援や退所後のアフターケアの体制を整備し、社会的養護のもとで育つ子供の社会的自立を図る
補助対象者　：児童養護施設
補助対象経費：自立支援コーディネーターの配置に係る経費、退所児童の居住費に係る経費。
負担割合　　：都10/10",5,民間団体,"237,900 ",福祉局子供・子育て支援部育成支援課,03-5320-4122,
2026,13,福祉局,01,子供家庭,乳児院等多機能化推進事業,"医療機関等連携強化事業補助金
障害児等受入体制等強化事業補助金
育児指導機能強化事業補助金","補助金の目的：乳児院等の多機能化を推進し、受入及び支援体制の強化。
補助対象者　：乳児院、児童養護施設及び 母子生活支援施設
補助対象経費：育児指導担当職員・医療機関等連絡調整員・障害児等受入調整員の配置に係る経費
負担割合　　：国1/2、都1/2（ただし、公立の母子生活支援施設は国1/2、都1/4・区市町村 1/4）",5,民間団体,"471,292 ",福祉局子供・子育て支援部育成支援課,03-5320-4136,
2026,13,福祉局,01,子供家庭,施設と地域との関係強化事業,施設と地域との関係強化事業補助,"補助金の目的：児童養護施設等において、入所児童の支援の充実 、高齢者等の活躍促進及び施設と地域との関係強化を図る
補助対象者　：児童養護施設、自立援助ホーム及び乳児院を運営する社会福祉法人等
補助対象経費：対象非常勤職員の雇用に係る経費
負担割合　　：都10/10",5,民間団体,"27,440 ",福祉局子供・子育て支援部育成支援課,03-5320-4136,
2026,13,福祉局,01,子供家庭,児童養護施設等職員宿舎借り上げ支援事業,児童養護施設等職員宿舎借り上げ支援事業補助金,"補助金の目的：児童養護施設等の職員の人材確保及び職場定着
補助対象者　：：児童養護施設、自立援助ホーム及び乳児院を運営する社会福祉法人等
補助対象経費：対象宿舎の借り上げに係る経費
負担割合　　：都7/8、事業者1/8　又は　都1/2、事業者1/2",5,民間団体,"522,953 ",福祉局子供・子育て支援部育成支援課,03-5320-4122,
2026,13,福祉局,01,子供家庭,児童養護施設等体制強化事業,児童養護施設等体制強化事業補助（区市町村）,"補助金の目的：児童養護施設等における児童指導員等の離職防止を及び人材確保
補助対象者　：区市町村、児童養護施設、乳児院、自立援助ホーム、母子生活支援施設、ファミリーホーム
補助対象経費：補助者の雇い上げに係る経費
負担割合　　：（区市町村）国1/2、都1/4、区市町村1/4　（民間事業者）国1/2、都1/2",1,区市町村,"2,273 ",福祉局子供・子育て支援部育成支援課,03-5320-4122,
2026,13,福祉局,01,子供家庭,児童養護施設等体制強化事業,児童養護施設等体制強化事業補助（民間団体）,"補助金の目的：児童養護施設等における児童指導員等の離職防止を及び人材確保
補助対象者　：区市町村、児童養護施設、乳児院、自立援助ホーム、母子生活支援施設、ファミリーホーム
補助対象経費：補助者の雇い上げに係る経費
負担割合　　：（区市町村）国1/2、都1/4、区市町村1/4　（民間事業者）国1/2、都1/2",5,民間団体,"625,511 ",福祉局子供・子育て支援部育成支援課,03-5320-4122,
2026,13,福祉局,01,子供家庭,こども家庭ソーシャルワーカー取得促進事業,こども家庭ソーシャルワーカー取得促進事業補助,"補助金の目的：児童養護施設等における相談支援等の質の向上
補助対象者　：児童養護施設、乳児院、自立援助ホーム、母子生活支援施設、ファミリーホーム
補助対象経費：代替職員雇上経費、研修受講料補助、旅費
負担割合　　：国2/3　都1/3",5,民間団体,"23,224 ",福祉局子供・子育て支援部育成支援課,03-5320-4122,
2026,13,福祉局,01,子供家庭,乳児院の医療体制整備事業,乳児院の医療体制整備事業補助,"補助金の目的：乳児院における常時医療及び看護が必要な病虚弱児等の受入体制を整備
補助対象者　：乳児院
補助対象経費：看護師の配置に係る経費
負担割合　　：都10/10",5,民間団体,"107,137 ",福祉局子供・子育て支援部育成支援課,03-5320-4136,
2026,13,福祉局,01,子供家庭,乳児院の家庭養育推進事業,乳児院の家庭養育推進事業補助,"補助金の目的：乳児院の入所児童等の家庭復帰及び里親委託を促進
補助対象者　：乳児院
補助対象経費：専門職員の配置に係る経費等
負担割合　　：都10/10",5,民間団体,"373,522 ",福祉局子供・子育て支援部育成支援課,03-5320-4136,
2026,13,福祉局,01,子供家庭,乳児院の一時保護委託受入促進事業,乳児院の一時保護委託受入促進事業補助,"補助金の目的：乳児院における児童の一時保護受入体制を整備
補助対象者　：乳児院
補助対象経費：専門職員の配置に係る経費、寝具等の初度調弁に要する経費
負担割合　　：都10/10",5,民間団体,"44,641 ",福祉局子供・子育て支援部育成支援課,03-5320-4136,
2026,13,福祉局,01,子供家庭,養育家庭制度,東京都養育家庭等自立援助事業補助,"補助金の目的：里親等に委託されてていた児童の自立後の生活の安定を図る
補助対象者　：養育家庭等/元委託児童
補助対象経費：相談援助などに係る経費の一部/一人暮らしにかかる居住費の一部
負担割合　　：都10/10",6,一般都民,"46,632 ",福祉局子供・子育て支援部育成支援課,03-5320-4135,
2026,13,福祉局,01,子供家庭,養子縁組民間あっせん機関助成事業,東京都養子縁組民間あっせん機関助成事業補助,"補助金の目的：養子縁組民間あっせん機関における効果的な支援体制の構築や職員の資質向上
補助対象者　：養子縁組民間あっせん機関
補助対象経費：研修に参加するための費用及び第三者評価を受審するための費用
負担割合　　：都1/2、国1/2",5,民間団体,"124,657 ",福祉局子供・子育て支援部育成支援課,03-5320-4135,
2026,13,福祉局,01,子供家庭,養子縁組民間あっせん機関助成事業（養親希望者手数料負担軽減事業）,東京都養子縁組民間あっせん機関助成事業補助（養親希望者手数料負担軽減事業）,"補助金の目的：養子縁組のさらなる促進
補助対象者　：養親希望者
補助対象経費：養親希望者が養子縁組民間あっせん機関に対して支払った手数料
負担割合　　：都1/2、国1/2",6,一般都民,"12,600 ",福祉局子供・子育て支援部育成支援課,03-5320-4135,https://www.fukushi.metro.tokyo.lg.jp/kodomo/satooya/sonota/youshintesuryo
2026,13,福祉局,01,子供家庭,里親委託交流経費補助事業,東京都里親委託交流事業補助,"補助金の目的：養育家庭等が委託候補児童との交流に係る経費の一部を補助する事業
補助対象者　：養育家庭・養子縁組里親
補助対象経費：交流に係る経費
負担割合　　：都1/2、国1/2",6,一般都民,"25,281 ",福祉局子供・子育て支援部育成支援課,03-5320-4135,https://www.fukushi.metro.tokyo.lg.jp/kodomo/satooya/seido/hotfamily/shinchaku/kouryuuzigyou
2026,13,福祉局,01,子供家庭,保育所,子どものための教育・保育給付費都費負担金（保育所）,"補助金の目的：就学前の子供に係る教育・保育の総合的な提供を推進
補助対象者　：区市町村
補助対象経費：保育に必要な経費
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"73,374,044 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,認定こども園,子どものための教育・保育給付費都費負担金（認定こども園）,"補助金の目的：就学前の子供に係る教育・保育の総合的な提供を推進
補助対象者　：区市町村
補助対象経費：保育に必要な経費
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"3,935,988 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,小規模保育事業,子どものための教育・保育給付費都費負担金（小規模保育事業）,"補助金の目的：就学前の子供に係る教育・保育の総合的な提供を推進
補助対象者　：区市町村
補助対象経費：保育に必要な経費
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"3,892,299 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,家庭的保育事業,子どものための教育・保育給付費都費負担金（家庭的保育事業）,"補助金の目的：就学前の子供に係る教育・保育の総合的な提供を推進
補助対象者　：区市町村
補助対象経費：保育に必要な経費
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"777,215 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,事業所内保育事業,子どものための教育・保育給付費都費負担金（事業所内保育事業）,"補助金の目的：就学前の子供に係る教育・保育の総合的な提供を推進
補助対象者　：区市町村
補助対象経費：保育に必要な経費
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"297,092 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,居宅訪問型保育事業,子どものための教育・保育給付費都費負担金（居宅訪問型保育事業）,"補助金の目的：就学前の子供に係る教育・保育の総合的な提供を推進
補助対象者　：区市町村
補助対象経費：保育に必要な経費
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"296,991 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,特例保育事業,子どものための教育・保育給付費都費負担金（特例保育事業）,"補助金の目的：就学前の子供に係る教育・保育の総合的な提供を推進
補助対象者　：区市町村
補助対象経費：保育に必要な経費
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"10,268 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,保育環境改善等事業,東京都保育環境改善等事業費補助金,"補助金の目的：障害児等を受け入れるための改修等による、子供を安心して育てることができる体制整備
補助対象者　：区市町村
補助対象経費：既存施設の改修費用等
負担割合　　：国1/3、都1/3、区市町村1/3",1,区市町村,"129,136 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,延長保育事業,東京都子供・子育て支援交付金（延長保育事業）,"補助金の目的：安心して子育てができる環境を整備し児童の福祉の向上を図る
補助対象者　：区市町村
補助対象経費：事業の実施に必要な費用
負担割合　　：国1/3、都1/3、区市町村1/3",1,区市町村,"1,556,589 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,東京都保育士等キャリアアップ補助,東京都保育士等キャリアアップ補助金（認可保育所・社会福祉法人）,"補助金の目的：保育サービスの質の向上を図る
補助対象者　：社会福祉法人等立の認可保育所
補助対象経費：交付対象施設に勤務する職員の人件費
負担割合　　：都10/10",5,民間団体,"16,309,972 ",福祉局子供・子育て支援部保育支援課,03-5320-7682,https://www.fukushi.metro.tokyo.lg.jp/kodomo/jigyo/kyaria-hoiku
2026,13,福祉局,01,子供家庭,東京都保育士等キャリアアップ補助,保育士等キャリアアップ補助金（株式等、認定こども園、認証保育所）,"補助金の目的：保育サービスの質の向上を図る
補助対象者　：区市町村
補助対象経費：賃金改善に要した経費
負担割合　　：都10/10",1,区市町村,"15,139,185 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,東京都保育士等キャリアアップ補助,保育士等キャリアアップ補助金（地域型保育等）,"補助金の目的：保育サービスの質の向上を図る
補助対象者　：区市町村
補助対象経費：賃金改善に要した経費
負担割合　　：都1/2、区市町村1/2",1,区市町村,"1,308,165 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,保育サービス推進事業,東京都保育サービス推進事業補助金（認可保育所・社会福祉法人）,"補助金の目的：保育サービスの質の向上を図る
補助対象者　：社会福祉法人等立の認可保育所
補助対象経費：交付対象施設の運営費
負担割合　　：都10/10",5,民間団体,"8,993,733 ",福祉局子供・子育て支援部保育支援課,03-5320-7682,https://www.fukushi.metro.tokyo.lg.jp/kodomo/jigyo/kyaria-hoiku
2026,13,福祉局,01,子供家庭,保育サービス推進事業,保育サービス推進事業補助金（株式等、認定こども園、認証保育所）,"補助金の目的：利用者の福祉の向上を図る
補助対象者　：区市町村
補助対象経費：補助対象施設・事業の運営費
負担割合　　：都10/10",1,区市町村,"8,213,075 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,保育サービス推進事業,保育サービス推進事業補助金（地域型保育等）,"補助金の目的：利用者の福祉の向上を図る
補助対象者　：区市町村
補助対象経費：補助対象施設・事業の運営費
負担割合　　：都1/2、区市町村1/2",1,区市町村,"370,558 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,保育体制強化事業,保育体制強化事業補助費補助金,"補助金の目的：地域住民等を見守り活動に活用し保育の体制を強化する
補助対象者　：区市町村
補助対象経費：保育支援者の配置に要する費用
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"816,778 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,保育補助者雇上強化事業,保育補助者雇上強化事業費補助金,"補助金の目的：保育補助者を雇上げ保育人材の確保を行う
補助対象者　：区市町村
補助対象経費：保育補助者の雇上げに要した費用
負担割合　　：国3/4、都1/8、区市町村1/8　又は　都7/8、区市町村1/8",1,区市町村,"1,732,392 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,多様な事業者の参入促進・能力活用事業等,東京都子供・子育て支援交付金（新規参入施設への巡回支援事業）,"補助金の目的：良質かつ適切な教育・保育等の提供体制を確保
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：国1/3、都1/3、区市町村1/3　又は　都1/2、区市町村1/2",1,区市町村,"21,755 ",福祉局子供・子育て支援部保育支援課,03-5320-7775,
2026,13,福祉局,01,子供家庭,保育所等の質の確保・向上のための巡回支援指導事業,保育所等の質の確保・向上のための巡回支援指導事業費補助金）,"補助金の目的：安心かつ安全な保育の実施
補助対象者　：区市町村
補助対象経費：巡回支援指導員の配置経費、感染症対策に係る巡回支援指導経費
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"383,785 ",福祉局子供・子育て支援部保育支援課,03-5320-4128,
2026,13,福祉局,01,子供家庭,待機児童解消区市町村支援事業,待機児童解消区市町村支援事業補助,"補助金の目的：待機児童解消の解消に向けた保育サービス拡充の促進
補助対象者　：区市町村
補助対象経費：事業者負担軽減のための開設準備経費補助等の充実事業他
負担割合　　：都1/2、区市町村1/2など",1,区市町村,"1,700,000 ",福祉局子供・子育て支援部保育支援課,03-5320-4128,
2026,13,福祉局,01,子供家庭,区市町村認可居宅訪問型保育促進事業,区市町村認可居宅訪問型保育促進事業補助,"補助金の目的：居宅訪問型保育事業の活用促進
補助対象者　：区市町村
補助対象経費：居宅訪問型保育事業（地域型含む）に係る地域型保育給付の1/4相当分
負担割合　　：都10/10",1,区市町村,"168,021 ",福祉局子供・子育て支援部保育支援課,03-5320-7775,
2026,13,福祉局,01,子供家庭,緊急１歳児等受入事業,緊急１歳児等受入事業費補助金,"補助金の目的：認可保育所における空き定員や余裕スペース等を活用し、児童の福祉の向上を図る
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：都3/4～10/10、区市町村0～1/4",1,区市町村,"363,033 ",福祉局子供・子育て支援部保育支援課,03-5320-7682,
2026,13,福祉局,01,子供家庭,東京都病児保育推進事業,東京都病児保育推進事業費補助金,"補助金の目的：安心して子育てができる環境を整備し児童の福祉の向上を図る
補助対象者　：区市町村
補助対象経費：事業の実施に必要な費用
負担割合　　：国1/3、都1/3、区市町村1/3
　　　　　　　　 都2/3、区市町村1/3、
　　　　　　　 　都10/10　又は都1/2、区市町村1/2",1,区市町村,"1,869,784 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,東京都病児保育推進事業（ベビーシッターを利用した病児保育に係る検証事業）,ベビーシッターを利用した病児保育に係る検証事業補助金,"補助金の目的：安心して子育てができる環境を整備し児童の福祉の向上を図る
補助対象者　：①突発的な病気などで、保育所等への預け入れが難しい未就学児（生後６か月未満児を除く）の保護者   ②都が認定する事業者
補助対象経費：①ベビーシッター利用料等　②事業の実施に必要な経費
負担割合　　：都10/10",5,民間団体,"489,593 ",福祉局子供・子育て支援部保育支援課,03-5320-4131,
2026,13,福祉局,01,子供家庭,家庭的保育事業（都）,区市町村が行う家庭的保育事業等に対する都費補助,"補助金の目的：安心して子育てができる環境を整備し児童の福祉の向上を図る
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：都1/2、区市町村1/2",1,区市町村,"51,101 ",福祉局子供・子育て支援部保育支援課,03-5320-7775,
2026,13,福祉局,01,子供家庭,院内保育施設運営費,院内保育事業運営費補助金,"補助金の目的：医療従事者の離職防止及び再就業を促進するとともに、病児等保育を行う
補助対象者　：病院及び診療所
補助対象経費：院内保育施設運営費
負担割合　　：国4/9、都2/9、事業者1/3",5,民間団体,"186,368 ",福祉局子供・子育て支援部保育支援課,03-5320-4131,https://www.fukushi.metro.tokyo.lg.jp/kodomo/hoiku/innaihoiku
2026,13,福祉局,01,子供家庭,医療的ケア児保育支援事業,医療的ケア児保育支援事業費補助金,"補助金の目的：医療的ケア児の地域生活支援の向上を図る
補助対象者　：区市町村
補助対象経費：本事業を実施するために必要な経費
負担割合　　：国1/2、都1/4、区市町村1/4など",1,区市町村,"777,732 ",福祉局子供・子育て支援部保育支援課,03-5320-7682,
2026,13,福祉局,01,子供家庭,認証保育所1歳児等受入促進事業,認証保育所１歳児等受入促進事業補助,"補助金の目的：保育利用ニーズの高い1歳児等に対する保育サービスの提供の拡大
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：都1/2～10/10、区市町村0～1/2",1,区市町村,"95,769 ",福祉局子供・子育て支援部保育支援課,03-5320-4212,
2026,13,福祉局,01,子供家庭,認証保育所障害児受入促進事業,認証保育所障害児受入促進事業補助,"補助金の目的：障害児に対する保育サービスの提供の拡大
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：都1/2、区市町村1/2",1,区市町村,"192,189 ",福祉局子供・子育て支援部保育支援課,03-5320-4212,
2026,13,福祉局,01,子供家庭,認証保育所事業,東京都認証保育所運営費等補助金,"補助金の目的：認証を受けた保育所におけるサービス水準の維持向上、児童福祉の増進
補助対象者　：市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：都１/２、市町村１／２",1,区市町村,"4,131,998 ",福祉局子供・子育て支援部保育支援課,03-5320-4212,https://www.fukushi.metro.tokyo.lg.jp/kodomo/hoiku/ninsyo/syosai
2026,13,福祉局,01,子供家庭,認証保育所等における地域の子育て支援への対応強化事業,認証保育所等における地域の子育て支援への対応強化事業補助金,"補助金の目的：安心して子育てができる環境を整備し児童の福祉の向上を図る
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：都10/10",1,区市町村,"81,000 ",福祉局子供・子育て支援部保育支援課,03-5320-4212,
2026,13,福祉局,01,子供家庭,認可化移行総合支援事業,東京都認可化移行総合支援事業補助金,"補助金の目的：安心して子育てができる環境を整備し児童の福祉の向上を図る
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"5,110 ",福祉局子供・子育て支援部保育支援課,03-5320-4212,
2026,13,福祉局,01,子供家庭,認証化移行支援事業,東京都認証化移行支援事業補助,"補助金の目的：安心して子育てができる環境を整備し児童の福祉の向上を図る
補助対象者　：区市町村
補助対象経費：運営費、改修費、移転費、指導助言費
負担割合　　：都1/2、区市町村1/2",1,区市町村,"5,110 ",福祉局子供・子育て支援部保育支援課,03-5320-4212,
2026,13,福祉局,01,子供家庭,認可外保育施設改修費等支援事業,認可外保育施設改修費等支援事業,"補助金の目的：安心して子育てができる環境を整備し児童の福祉の向上を図る
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：国1/2、都1/8、区市町村1/8、事業者1/4",1,区市町村,"6,326 ",福祉局子供・子育て支援部保育支援課,03-5320-7775,
